mid,title,rating,rank,type,genre,rdate,language,cover,description,trailer,released,year
14,Rave,7.88,927,manga,"[""Adventure"", ""Comedy"", ""Fantasy""]","Jul  7, 1999 to Jul  27, 2005","[""Japanese""]",https://cdn.myanimelist.net/images/manga/5/986.jpg,"Fifty years ago, the wielders of the sacred Rave stones fought against an onslaught caused by demon stones called Dark Bring. This war resulted in an explosion known as ""Overdrive""—a blast so powerful that it sent the Dark Bring into a deep slumber and scattered the pieces of Rave across the world.  In the present, Haru Glory lives a peaceful life on Garage Island until one day, he catches the creature Plue while fishing. Plue is later recognized by Shiba Roses, an old man who happens to be the original Rave Master. Shiba explains that the Dark Bring has resurfaced, and that to stop it, assembling the scattered parts of Rave is of utmost urgency. However, before Shiba can leave on this mission, he is attacked by a soldier from the evil organization Demon Card, forcing him to transfer the power of Rave to Haru. With the fate of humankind resting on his shoulders, the new Rave Master begins his quest to find the scattered Rave fragments.  [Written by MAL Rewrite]",Null,TRUE,"Jul  7, 1999 to Jul  27, 2005"
15,Mahou Sensei Negima!,7.96,743,manga,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Romance"", ""Supernatural"", ""Ecchi""]","Feb  26, 2003 to Mar  14, 2012","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/51855.jpg,"Negi Springfield, a 10-year-old wizard who recently graduated from Merdiana Magic Academy in Wales, hopes to achieve two things—to find his missing father, who was once known as the Thousand Master, and to become a Magister Magi, someone who helps the everyday world through magic. To reach his latter goal, he is assigned one last task: to teach English at a middle school in Japan.  Much to his surprise and dismay, he not only discovers that his homeroom class consists of 31 girls, but also ends up revealing his true identity as a magician to Asuna Kagurazaka, one of his new students. Negi must now negotiate with the girl and face his most difficult challenge yet—to keep his identity a secret as he tackles magical threats both from within and outside of Mahora Academy, all the while keeping a watchful eye out for his lost father.  [Written by MAL Rewrite]",Null,TRUE,"Feb  26, 2003 to Mar  14, 2012"
16,Love Hina,7.83,1037,manga,"[""Comedy"", ""Romance"", ""Ecchi""]","Oct  21, 1998 to Oct  31, 2001","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/52139.jpg,"It is said that if a couple gets into the University of Tokyo together, they will live happily ever after. However, for Keitarou Urashima, UTokyo is a distant dream. After failing the entrance exams twice already, he decides to stay at his grandmother's inn in Tokyo in order to prepare for his third attempt. He is, therefore, surprised when he finds out that not only has his grandmother gone on a long vacation, but the inn has also become the Hinata House, an all-girls dormitory!  Unfortunately for Keitarou, a series of misunderstandings during his first visit leave him with five untrusting tenants. But when Haruka Urashima, his aunt who works at the dorm, brings up that he is supposedly a UTokyo student, the girls' impressions of him quickly change, and they reluctantly allow him to stay. Feeling guilty about the lie, he slowly gets to know his new neighbors: the cute yet violent Naru Narusegawa, the cheeky and opportunistic Mitsune Konno, the soft-spoken Shinobu Maehara, the straight-laced Motoko Aoyama, and the mischievous Kaolla Su.  Thus continues the unpopular Keitarou's difficult journey to get into UTokyo, all for the chance to fulfill his childhood promise to the only girl who has ever shown any interest in him and maybe, just maybe, meet her again...  [Written by MAL Rewrite]",Null,TRUE,"Oct  21, 1998 to Oct  31, 2001"
17,Kareshi Kanojo no Jijou,8.18,401,manga,"[""Comedy"", ""Drama"", ""Romance""]","Dec  22, 1995 to May  10, 2005","[""Japanese""]",https://cdn.myanimelist.net/images/manga/4/168938.jpg,"Yukino Miyazawa is the perfect model student. Pretty, kind, good at sports, always at the top of her class. But she's not all that she seems. It's all an act of deception; she is really the self-confessed 'queen of vanity,' and her only goal in life is winning the praise and admiration of everyone around her.  When she enters high school, she finally meets her match: Souichirou Arima, a handsome, athletic, popular, and very intelligent young boy. Ever since he stole the top seat in the class from her, Yukino has hated him, and has been plotting on how to take back her former place as the object of all other students' admiration.  What she wasn't expecting, however, was that Souichirou, the very boy she hated, would confess his love for her. Or that he would find out about her deception—and use it to blackmail her!  Together, they discover that they have more in common than they knew, and they slowly begin to bring out each other's inner selves.  (Source: MU)  Included one-shots: Volume 1: Tora to Chameleon: Yakusoku wa Isshukan (The Tiger and the Chameleon: A Promise for One Week) Volume 4: Ashita Mata Mori de Aou ne (Meet Me Again Tomorrow in the Forest) Volume 8: Abareru Ousama (The Raging King)",Null,TRUE,"Dec  22, 1995 to May  10, 2005"
18,Kodomo no Omocha,8.3,271,manga,"[""Comedy"", ""Drama"", ""Romance"", ""Slice of Life""]","Jul  2, 1994 to Oct  3, 1998","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/159410.jpg,"Sana Kurata, a child actress, faces many problems in her classroom, including a major one - her bullying classmate, Akito Hayama. Sana's outgoing and friendly nature leads her to work towards correcting all of the problems around her. Her 'meddling' irritates Hayama but at the same time captivates him, just as Hayama's gloomy nature irritates Sana and compels her to change him. As these two opposites attract each other, they face many hardships which bring them closer to a mutual understanding.  (Source: ANN)",Null,TRUE,"Jul  2, 1994 to Oct  3, 1998"
20,Hikaru no Go,8.13,470,manga,"[""Comedy"", ""Drama"", ""Supernatural""]","Dec  8, 1998 to Jul  14, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/170574.jpg,"When Hikaru Shindou discovers an old go board in his grandfather's attic, he is greeted by the spirit of an ancient go master, Sai Fujiwara no. Sai spent his life teaching the techniques of the board game to an emperor during the Heian era, and now in his ghostly state, he is eager to share his passion with the unsuspecting Hikaru. The only problem is that Hikaru is not all that interested in board games. But Sai is not easily dissuaded. Pressured by Sai's unrelenting desire to pursue something he refers to as the ""Divine Move,"" Hikaru begrudgingly consents to playing the game, executing moves as dictated by Sai. But slowly, intrigued by the dedication of his peers, he begins to learn the basics of the game.  As Hikaru enters into the world of go, guided by his intangible tutor and inspired by his rival, Akira Touya, he cannot help but be drawn into the complex game as he grows determined to prove his own abilities. In a coming-of-age story centering around an ancient board game, Hikaru no Go tells the story of a boy maturing through the pursuit of his newfound passion.  [Written by MAL Rewrite]",Null,TRUE,"Dec  8, 1998 to Jul  14, 2003"
21,Death Note,8.71,46,manga,"[""Drama"", ""Mystery"", ""Supernatural""]","Dec  1, 2003 to May  15, 2006","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/54453.jpg,"Ryuk, a god of death, drops his Death Note into the human world for personal pleasure. In Japan, prodigious high school student Light Yagami stumbles upon it. Inside the notebook, he finds a chilling message: those whose names are written in it shall die. Its nonsensical nature amuses Light; but when he tests its power by writing the name of a criminal in it, they suddenly meet their demise.   Realizing the Death Note's vast potential, Light commences a series of nefarious murders under the pseudonym ""Kira,"" vowing to cleanse the world of corrupt individuals and create a perfect society where crime ceases to exist. However, the police quickly catch on, and they enlist the help of L—a mastermind detective—to uncover the culprit.  Death Note tells the thrilling tale of Light and L as they clash in a great battle-of-minds, one that will determine the future of the world.  [Written by MAL Rewrite]",Null,TRUE,"Dec  1, 2003 to May  15, 2006"
22,Rurouni Kenshin: Meiji Kenkaku Romantan,8.58,81,manga,"[""Action"", ""Drama""]","Apr  12, 1994 to Sep  21, 1999","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/127583.jpg,"Ten years have passed since the end of Bakumatsu, an era of war that saw the uprising of citizens against the Tokugawa shogunate. The revolutionaries wanted to create a time of peace, and a thriving country free from oppression. The new age of Meiji has come, but peace has not yet been achieved. Swords are banned but people are still murdered in the streets. Orphans of war veterans are left with nowhere to go, while the government seems content to just line their pockets with money.  One wandering samurai, Kenshin Himura, still works to make sure the values he fought for are worth the lives spent to bring about the new era. Once known as Hitokiri Battousai, he was feared as the most ruthless killer of all the revolutionaries. Now haunted by guilt, Kenshin has sworn never to kill again in atonement for the lives he took, and he may never know peace until killing is a thing of the past.  Now in the 11th year of Meiji, Kenshin stumbles upon Kaoru Kamiya, owner and head instructor of a small dojo being threatened to close its doors. The police force is powerless to stop the string of murders done in the name of her dojo by a man claiming to be the famous Battousai. Kenshin's wanderings pause for now as he joins Kaoru to clear both their names. But how long can he stay before his past catches up to him?  [Written by MAL Rewrite]  Included one-shot: Volume 28: Meteor Strike",Null,TRUE,"Apr  12, 1994 to Sep  21, 1999"
23,Ranma ½,7.98,713,manga,"[""Action"", ""Comedy"", ""Romance"", ""Ecchi""]","Aug  5, 1987 to Feb  21, 1996","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/156534.jpg,"Soun Tendou runs the Tendou Martial Arts School accompanied by his three daughters: Akane, Nabiki, and Kasumi. One day, the sisters' lives are turned upside down when their father announces that he has promised one of them to be married to a fellow martial artist's son in hopes of carrying on the family legacy. In addition to their mixed reactions, when the fiancé arrives, the last thing the Tendou family expects is Ranma Saotome and his father, Genma.  Ranma has been training in China with his father until an unfortunate accident changed them both. Now, when water touches them, Ranma turns into a girl and Genma into a giant panda. Ranma ½ follows Ranma as he attempts to get along with his newly betrothed, the youngest of the Tendou sisters, Akane. As the two begin to attend the same school, they deal with fellow friends and rivals, all of whom have something to say about their engagement.  [Written by MAL Rewrite]",Null,TRUE,"Aug  5, 1987 to Feb  21, 1996"
24,D.Gray-man,8.29,277,manga,"[""Action"", ""Adventure""]","May  31, 2004 to ?","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/28084.jpg,"Thousands of years ago, there existed those gifted with the power of God. Their mission: to destroy the ominous evils that lurk in the darkness known as ""Akuma."" Led by the Milenium Earl, Akuma seek to destroy fragments of ""Innocence,"" the only weapons capable of harming the Earl and his army and bring about the Great Flood from a hundred years ago.   To prevent this tragedy from happening, the Black Order was formed as an organization dedicated to fighting the Earl. They recruit Exorcists, those with the inherent ability to accomodate Innocence, to fight against the Akuma.  In the late 19th century, Allen Walker—a white-haired boy armed with Innocence that takes the form of his entire left arm and a cursed eye that can see Akuma—is sent to the Black Order. There, Allen meets various comrades from the Order—the mercurial Yuu Kanda, the kindhearted Lenalee Lee, and the cheerful yet mysterious Lavi. Despite their different personalities, they have one goal in mind: to bring salvation to the souls of Akuma and prevent the Earl from destroying the world.  [Written by MAL Rewrite]",Null,TRUE,"May  31, 2004 to ?"
25,Fullmetal Alchemist,9.07,6,manga,"[""Action"", ""Adventure"", ""Comedy"", ""Drama""]","Jul  12, 2001 to Sep  11, 2010","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/243675.jpg,"Alchemists are knowledgeable and naturally talented individuals who can manipulate and modify matter due to their art. Yet despite the wide range of possibilities, alchemy is not as all-powerful as most would believe. Human transmutation is strictly forbidden, and whoever attempts it risks severe consequences. Even so, siblings Edward and Alphonse Elric decide to ignore this great taboo and bring their mother back to life. Unfortunately, not only do they fail in resurrecting her, they also pay an extremely high price for their arrogance: Edward loses his left leg and Alphonse his entire body. Furthermore, Edward also gives up his right arm in order to seal his brother's soul into a suit of armor.  Years later, the young alchemists travel across the country looking for the Philosopher's Stone, in the hopes of recovering their old bodies with its power. However, their quest for the fated stone also leads them to unravel far darker secrets than they could ever imagine.  [Written by MAL Rewrite]",Null,TRUE,"Jul  12, 2001 to Sep  11, 2010"
26,Hunter x Hunter,8.69,50,manga,"[""Action"", ""Adventure"", ""Fantasy""]","Mar  3, 1998 to ?","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/192445.jpg,"""Secret treasure hoards, undiscovered wealth... mystical places, unexplored frontiers... 'The mysterious unknown.' There's magic in such words for those captivated by its spell. They are called 'Hunters'!""  Gon Freecss wants to become a Hunter so he can find his father, a man who abandoned him to pursue a life of adventure. But it's not that simple: only one in one hundred thousand can pass the Hunter Exam, and that is just the first obstacle on his journey. During the Hunter Exam, Gon befriends many other potential Hunters, such as the mysterious Killua; the revenge-driven Kurapika; and Leorio, who aims to become a doctor. There's a world of adventure and peril awaiting, and those who embrace it with open arms can become the greatest Hunters of them all!  [Written by MAL Rewrite]",Null,TRUE,"Mar  3, 1998 to ?"
27,X,8.11,496,manga,"[""Action"", ""Drama"", ""Fantasy"", ""Supernatural""]","Mar  24, 1992 to Mar  24, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/10698.jpg,"Six years ago, Kamui Shirou and siblings Fuuma and Kotori Monou were inseparable childhood friends. After the sudden, gruesome death of the Monou siblings' mother, Kamui was taken away from Tokyo by his own mother. In the years that passed, the two lived peacefully while Kamui strengthened his innate telekinetic abilities. When his mother passes away in 1999, her dying wish prompts him to return to Tokyo to face his ""destiny.""  When Kamui reappears in the city, his attitude has taken a drastic turn, and he displays the growth of his powers through violent confrontations in the streets. Various opponents come after him asking if he is ""Kamui,"" but they seem to be demanding something far more significant than his name. These fighters represent two opposite factions—the Dragons of Heaven and the Dragons of Earth—who each wish to recruit him to their cause. Piecing together clues about the apocalyptic ""promised day,"" Kamui realizes that he holds the fate of the world in his hands. Depending on which group of Dragons he allies himself with, he can either choose to save the world—or end it.  [Written by MAL Rewrite]",Null,TRUE,"Mar  24, 1992 to Mar  24, 2003"
28,Nana,8.74,40,manga,"[""Drama"", ""Romance"", ""Slice of Life""]","May  26, 2000 to May  26, 2009","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/163191.jpg,"Nana Komatsu is a naive, unmotivated girl who spends her high school days chasing one crush after the other. Despite continually facing failure in her quest for love, her spirits have never dampened. At the age of 20, she finds herself on a train to Tokyo with hopes of reuniting with her current boyfriend.  Nana Osaki, on the other hand, is feisty and prideful. After joining a local band during her high school days, she falls in love with music and one of the band members. However, when faced with the choice between her relationship and her musical career, she chooses the latter and separates from her boyfriend. On her 20th birthday, she boards the same train to Tokyo, like her namesake, where she aims to become a top vocalist.  The two girls with the same name but very different aspirations find themselves sitting together on their journey to the city, and, as fate would have it, eventually share the same apartment. A deep and unique bond is then forged, where they will support each other in this saga of love, music, friendship, and heartbreak.  [Written by MAL Rewrite]",Null,TRUE,"May  26, 2000 to May  26, 2009"
29,Paradise Kiss,8.27,300,manga,"[""Drama"", ""Romance""]","Mar  23, 1999 to Mar  22, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/5/165919.jpg,"Yukari wants nothing more than to make her parents happy by studying hard and getting into a good college. One afternoon, however, she is kidnapped by a group of self-styled fashionistas calling themselves ""Paradise Kiss."" Yukari suddenly finds herself flung into the roller-coaster life of the fashion world, guided by George, art-snob extraordinaire. In a glamorous makeover of body, mind and soul, she is turned from a hapless bookworm into her friends 22 own exclusive clothing model.  (Source: Tokyopop)",Null,TRUE,"Mar  23, 1999 to Mar  22, 2003"
30,Ouran Koukou Host Club,8.52,110,manga,"[""Comedy"", ""Drama"", ""Romance""]","Jul  24, 2002 to Sep  24, 2010","[""Japanese""]",https://cdn.myanimelist.net/images/manga/5/19240.jpg,"At Ouran High School, an academy where only the children of the rich and powerful attend, there exists a club consisting of the most elite of the student body: the legendary Host Club. Within the club's room, six beautiful, bored boys spend their time entertaining equally beautiful and bored girls.  Haruhi Fujioka, a poor scholarship student, has no interest in the Host Club—until she breaks a valuable vase in their clubroom. After being mistaken for a boy, Haruhi is forced by Kyouya Ootori to work for the Host Club to repay her debt. Tamaki Suou, the princely leader of the club, eagerly takes her under his wing to teach her the ways of the host.  Things, however, are never quite so simple with the Host Club around. Even the most mundane events can turn into huge spectacles with the likes of prankster twins Hikaru and Kaoru Hitachiin, stoic Takashi Morinozuka, and sweet Mitsukuni ""Hunny"" Haninozuka. The crazy adventures of the Host Club are just beginning, and Haruhi must learn how to survive in the glitzy world of the hosts.  [Written by MAL Rewrite]  Note: The final volume contains a special bonus chapter where the group travels to Spain.",Null,TRUE,"Jul  24, 2002 to Sep  24, 2010"
33,Pita-Ten,7.35,3651,manga,"[""Comedy"", ""Drama"", ""Fantasy"", ""Romance""]","Aug  27, 1999 to Jun  27, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/191236.jpg,"Kotarou Higuchi is a sixth-grade student who not only has to work hard to get into a good middle school, but he also has to deal with the responsibilities that come with living in an apartment all by himself. One day, while leaving for school, he is greeted with a surprise: an unfamiliar, older girl in a frilly black dress is waiting by his front door, asking to be friends with him!  Despite his attempts at ignoring her, the strange girl determinedly follows Kotarou all the way to school and back. Giving in, Kotarou finds out that the strange girl's name is Misha and that she is his new neighbor, supposedly from Heaven to work on becoming a full-time angel. What will become of Kotarou and his life with this ""clingy angel""?  [Written by MAL Rewrite]",Null,TRUE,"Aug  27, 1999 to Jun  27, 2003"
34,Di Gi Charat: Koushiki Comic Anthology,6.51,12704,manga,"[""Comedy"", ""Fantasy"", ""Sci-Fi""]","Jul  1998 to Mar  1, 2000","[""Japanese""]",https://cdn.myanimelist.net/images/manga/5/977.jpg,"On planet Di Gi Charat, little Digiko was a pampered princess. Now living on Earth, the green-haired moppet is working for minimum wage at a hobby shop in Japan. Who ever said it was easy being cute? Based on the popular anime series, Di Gi Charat also features bratty Usada, shy boy Minagawa, and Digiko's wacky companions Puchiko and Gemo!   (Source: VIZ Media)",Null,TRUE,"Jul  1998 to Mar  1, 2000"
35,Kamichama Karin,7.52,2425,manga,"[""Comedy"", ""Drama"", ""Fantasy"", ""Romance""]","Nov  2, 2002 to Apr  3, 2008","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/2074.jpg,"After the death of her beloved cat, orphan Karin Hanazono is left lonesome and empty. As she does not have any friends and performs poorly at school, her mean-spirited aunt resents having to take care of her. Wholeheartedly believing that God will grant her salvation one day, she tightly holds onto the ring that her mother passed down to her.  Seeking solace by spending time at her late cat's grave, Karin unexpectedly meets a boy named Kazune Kuujou, who claims he is looking for God. However, Kazune calls her weak for relying on her deceased cat for comfort. Angered by the insult, Karin subconsciously channels energy into her mother's ring. Soon enough, she begins to excel at school and classmates compliment her for the first time. Unbeknownst to her, the ring has bestowed her godly powers.  The revelation of the ring's transcendent strength catches the eyes of not only Kazune but also more sinister figures who wish to take advantage of Karin for nefarious purposes. Karin must now use her newly acquired gift to fight back against these malicious forces, unaware of the truth behind her heritage and the existence of others with similar abilities.  [Written by MAL Rewrite]",Null,TRUE,"Nov  2, 2002 to Apr  3, 2008"
